City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Ulan-Ude,RU,2021-12-22 11:04:21,51.8261,107.6098,-14.15,69,32,2.24
295,Mnogovershinnyy,RU,2021-12-22 11:04:29,53.9353,139.9242,-12.75,93,100,4.68
296,Quatre Cocos,MU,2021-12-22 11:04:29,-20.2078,57.7625,82.09,81,95,12.55
297,Mindelo,CV,2021-12-22 11:04:29,16.8901,-24.9804,76.55,57,20,26.46
298,College,US,2021-12-22 11:04:30,64.8569,-147.8028,10.35,80,20,11.5
299,Waipawa,NZ,2021-12-22 11:04:30,-41.4122,175.5153,63.23,71,2,16.17
300,Auki,SB,2021-12-22 11:04:30,-8.7676,160.7034,79.05,88,100,2.68
301,Mogadishu,SO,2021-12-22 11:04:31,2.0371,45.3438,83.68,65,98,21.34
302,Senador Jose Porfirio,BR,2021-12-22 11:04:31,-2.5908,-51.9542,76.95,78,68,4.81
303,Senanga,ZM,2021-12-22 11:04:32,-16.1167,23.2667,72.37,77,100,8.59
304,Ulaanbaatar,MN,2021-12-22 10:59:32,47.9077,106.8832,3.33,78,40,2.24
305,Calama,CL,2021-12-22 11:04:32,-22.4667,-68.9333,54.09,82,90,2.3
306,Brandon,US,2021-12-22 11:04:32,27.9378,-82.2859,61.11,87,90,1.01
307,Turochak,RU,2021-12-22 11:04:33,52.2576,87.1224,9.84,98,16,3.13
308,Paita,PE,2021-12-22 11:04:33,-5.0892,-81.1144,66.09,89,29,5.66
309,Anadyr,RU,2021-12-22 11:04:33,64.75,177.4833,2.95,79,100,5.35
310,Akom,CM,2021-12-22 11:04:34,2.6678,12.7109,93.16,26,43,4.0
311,Farsund,NO,2021-12-22 11:04:34,58.0948,6.8047,37.06,10,100,8.14
312,Aden,YE,2021-12-22 11:04:34,12.7794,45.0367,78.49,67,52,8.41
313,Nikolskoye,RU,2021-12-22 11:04:35,59.7035,30.7861,14.81,94,93,6.85
314,Masvingo,ZW,2021-12-22 11:04:35,-20.0637,30.8277,72.57,70,99,4.07
315,San Cristobal,VE,2021-12-22 11:04:35,7.7669,-72.225,69.98,98,100,0.76
316,Zhigansk,RU,2021-12-22 11:05:36,66.7697,123.3711,-45.53,96,95,4.32
317,Isla Vista,US,2021-12-22 11:05:36,34.4133,-119.861,61.12,54,99,2.17
318,Soyo,AO,2021-12-22 11:05:36,-6.1349,12.3689,84.06,74,100,9.86
319,Male,MV,2021-12-22 11:05:37,4.1748,73.5089,82.15,71,41,11.32
320,Burg,DE,2021-12-22 11:05:37,51.8333,14.15,33.94,95,45,5.41
321,Timra,SE,2021-12-22 11:05:37,62.487,17.3257,13.68,85,90,2.3
322,Huarmey,PE,2021-12-22 11:05:38,-10.0681,-78.1522,66.69,88,3,4.92
323,Bafra,TR,2021-12-22 11:05:38,41.5678,35.9069,40.82,86,99,9.17
324,Acarau,BR,2021-12-22 11:05:38,-2.8856,-40.12,84.24,66,65,16.58
325,Xai-Xai,MZ,2021-12-22 11:05:39,-25.0519,33.6442,87.04,50,100,6.29
326,Cervo,ES,2021-12-22 11:05:39,43.6702,-7.4101,63.97,70,70,6.38
327,Syracuse,IT,2021-12-22 11:04:46,37.0881,15.2792,59.31,70,7,7.45
328,Pula,HR,2021-12-22 11:05:40,44.8683,13.8481,50.56,62,40,16.11
329,Riyadh,SA,2021-12-22 11:05:40,24.6877,46.7219,66.34,18,79,9.13
330,Batagay-Alyta,RU,2021-12-22 11:05:40,67.8006,130.4114,-19.21,91,100,1.59
331,Ardakan,IR,2021-12-22 11:05:41,32.31,54.0175,62.98,15,40,12.01
332,Saint-Joseph,RE,2021-12-22 11:05:41,-21.3667,55.6167,84.47,85,93,11.12
333,San Quintin,MX,2021-12-22 11:05:41,30.4833,-115.95,58.8,72,100,6.67
334,Concepcion Batres,SV,2021-12-22 11:05:42,13.35,-88.3667,70.68,91,63,3.49
335,Son La,VN,2021-12-22 11:05:42,21.3167,103.9,60.84,76,3,0.94
336,La Ronge,CA,2021-12-22 11:05:42,55.1001,-105.2842,-17.39,100,98,3.11
337,Siena,IT,2021-12-22 11:05:43,43.2167,11.4,55.81,87,98,5.88
338,Trelew,AR,2021-12-22 11:04:24,-43.249,-65.3051,72.46,29,1,11.41
339,Sawtell,AU,2021-12-22 11:05:43,-30.3833,153.1,77.02,88,75,5.75
340,Nova Londrina,BR,2021-12-22 11:05:43,-22.7658,-52.985,84.99,40,72,5.44
341,Yuncheng,CN,2021-12-22 11:05:44,35.0231,110.9928,45.41,38,0,4.61
342,Wajir,KE,2021-12-22 11:05:44,1.7471,40.0573,88.59,45,95,11.97
343,Minna,NG,2021-12-22 11:05:44,9.6139,6.5569,92.12,17,5,7.34
344,Rio Grande,BR,2021-12-22 11:05:45,-32.035,-52.0986,71.94,67,0,11.45
345,Sayyan,YE,2021-12-22 11:05:45,15.1718,44.3244,70.56,8,2,5.88
346,Jagdalpur,IN,2021-12-22 11:05:45,19.0667,82.0333,73.92,29,0,2.15
347,Qaqortoq,GL,2021-12-22 11:05:46,60.7167,-46.0333,45.1,50,100,23.62
348,Soria,ES,2021-12-22 11:05:46,41.6667,-2.6667,49.01,77,47,7.94
349,Ajdabiya,LY,2021-12-22 11:05:46,30.7554,20.2263,62.62,47,0,6.87
350,Vila Velha,BR,2021-12-22 11:05:47,-20.3297,-40.2925,80.55,85,0,5.99
351,Xingcheng,CN,2021-12-22 11:05:47,40.6167,120.7167,24.51,38,2,10.98
352,Kirakira,SB,2021-12-22 11:05:47,-10.4544,161.9205,80.8,82,98,3.13
353,Tokonou,GN,2021-12-22 11:05:48,9.65,-9.7833,84.24,15,13,8.93
354,Jaguaquara,BR,2021-12-22 11:05:18,-13.5306,-39.9708,68.11,98,100,3.22
355,Airai,TL,2021-12-22 11:05:48,-8.9266,125.4092,60.55,94,100,1.1
356,Claresholm,CA,2021-12-22 11:03:26,50.0333,-113.5852,12.85,85,100,3.29
357,Balakhta,RU,2021-12-22 11:05:48,55.38,91.6,-4.36,100,33,3.53
358,Pacific Grove,US,2021-12-22 11:05:49,36.6177,-121.9166,54.07,85,90,3.0
359,Namibe,AO,2021-12-22 11:05:49,-15.1961,12.1522,79.81,54,48,12.84
360,Crossville,US,2021-12-22 11:05:49,35.949,-85.0269,36.25,93,1,1.99
361,Kupang,ID,2021-12-22 11:05:50,-10.1667,123.5833,75.78,100,75,3.44
362,Olinda,BR,2021-12-22 11:05:50,-8.0089,-34.8553,83.93,74,40,9.22
363,Preobrazheniye,RU,2021-12-22 11:05:50,42.9019,133.9064,13.08,53,0,7.99
364,Stettler,CA,2021-12-22 11:06:51,52.3168,-112.7186,12.11,96,100,3.47
365,Sangueya,GN,2021-12-22 11:06:51,10.7,-14.3667,91.71,18,76,5.66
366,Zyryanka,RU,2021-12-22 11:06:51,65.75,150.85,-46.84,100,47,1.72
367,Bilibino,RU,2021-12-22 11:06:52,68.0546,166.4372,-35.07,98,29,3.0
368,Hami,CN,2021-12-22 11:06:52,42.8,93.45,29.46,45,1,1.36
369,Comodoro Rivadavia,AR,2021-12-22 11:06:52,-45.8667,-67.5,66.06,45,0,5.75
370,Buraydah,SA,2021-12-22 11:06:53,26.326,43.975,60.49,21,90,4.97
371,Matsumoto,JP,2021-12-22 11:06:53,36.2333,137.9667,32.56,78,37,1.99
372,Porbandar,IN,2021-12-22 11:06:54,21.6422,69.6093,76.15,58,79,11.03
373,Nanyuki,KE,2021-12-22 11:06:54,0.0167,37.0728,66.24,78,97,5.59
374,Aktau,KZ,2021-12-22 11:06:54,43.65,51.2,39.78,74,100,7.76
375,Berezanka,UA,2021-12-22 11:06:55,46.8526,31.388,23.41,56,65,15.23
376,Kloulklubed,PW,2021-12-22 11:06:55,7.0419,134.2556,79.3,75,97,13.85
377,Concepcion Del Uruguay,AR,2021-12-22 11:06:55,-32.4825,-58.2372,73.98,73,2,3.0
378,Ko Samui,TH,2021-12-22 11:06:56,9.5357,99.9357,80.44,69,46,8.28
379,Khonsa,IN,2021-12-22 11:06:56,27.0167,95.5667,53.83,69,92,2.8
380,Ndjole,GA,2021-12-22 11:06:56,-0.1783,10.7649,85.46,69,90,3.4
381,Cayenne,GF,2021-12-22 11:06:10,4.9333,-52.3333,77.09,92,75,1.99
382,Teya,RU,2021-12-22 11:06:57,60.3778,92.6267,-17.32,96,37,2.82
383,Atherton,GB,2021-12-22 11:06:57,53.5237,-2.4935,38.89,86,100,10.0
384,Vardo,NO,2021-12-22 11:06:58,70.3705,31.1107,28.38,100,90,6.91
385,Kalengwa,ZM,2021-12-22 11:06:58,-13.4659,25.0027,73.54,79,100,3.78
386,Yar-Sale,RU,2021-12-22 11:06:58,66.8333,70.8333,8.1,95,100,15.03
387,Arco,IT,2021-12-22 11:06:59,45.9177,10.8867,49.57,59,9,1.54
388,Libertador General San Martin,AR,2021-12-22 11:06:59,-23.8064,-64.7876,76.98,78,96,2.17
389,Prince Rupert,CA,2021-12-22 11:07:00,54.3161,-130.3201,28.24,82,100,5.93
390,Sun Prairie,US,2021-12-22 11:07:00,43.1836,-89.2137,15.24,77,1,1.99
391,La Union,PE,2021-12-22 11:07:00,-5.4,-80.75,67.14,85,42,6.11
392,Montepuez,MZ,2021-12-22 11:07:00,-13.1256,38.9997,85.77,50,100,1.61
393,Cartagena,CO,2021-12-22 11:07:01,10.3997,-75.5144,78.42,94,75,3.44
394,Kichera,RU,2021-12-22 11:07:01,55.9375,110.0997,-16.85,81,8,8.81
395,Frolovo,RU,2021-12-22 11:07:01,49.7713,43.6622,7.39,91,65,10.18
396,Awjilah,LY,2021-12-22 11:07:02,29.1081,21.2869,61.25,32,0,4.25
397,Husavik,IS,2021-12-22 11:07:02,66.0449,-17.3389,22.57,84,46,10.42
398,Sistranda,NO,2021-12-22 11:07:02,63.7256,8.834,35.91,85,98,5.77
399,Macas,EC,2021-12-22 11:07:03,-2.3167,-78.1167,65.28,98,42,3.56
400,Portage,US,2021-12-22 11:07:03,41.1667,-81.1998,34.5,52,90,19.57
401,Bayanday,RU,2021-12-22 11:07:03,53.0661,105.5139,-24.36,97,5,3.29
402,Wamba,NG,2021-12-22 11:07:04,8.9333,8.6,94.26,17,9,4.72
403,Yamada,JP,2021-12-22 11:07:04,39.4667,141.95,31.71,62,17,6.24
404,Bagan,RU,2021-12-22 11:07:05,54.1001,77.6646,25.57,91,97,19.13
405,Altay,CN,2021-12-22 11:07:05,47.8667,88.1167,18.46,65,0,9.13
406,Ca Mau,VN,2021-12-22 11:07:05,9.1769,105.15,75.45,91,100,5.3
407,Nacala,MZ,2021-12-22 11:07:06,-14.5428,40.6728,90.72,58,75,8.05
408,Alice Springs,AU,2021-12-22 11:03:14,-23.7,133.8833,92.75,17,90,8.05
409,Upata,VE,2021-12-22 11:08:06,8.0086,-62.3989,70.43,96,97,2.68
410,Chernyshevskiy,RU,2021-12-22 11:08:06,63.0128,112.4714,-44.86,100,66,2.35
411,Meulaboh,ID,2021-12-22 11:08:07,4.1363,96.1285,81.05,78,53,5.26
412,Fort Nelson,CA,2021-12-22 11:08:07,58.8053,-122.7002,5.38,98,100,1.68
413,Longavi,CL,2021-12-22 11:08:07,-35.9667,-71.6833,58.98,48,0,4.09
414,Green Valley,US,2021-12-22 11:08:08,31.8543,-110.9937,57.45,22,98,3.15
415,Tukrah,LY,2021-12-22 11:08:08,32.5341,20.5791,61.43,66,48,12.03
416,Rundu,NA,2021-12-22 11:08:08,-17.9333,19.7667,93.2,32,95,2.53
417,Mayor Pablo Lagerenza,PY,2021-12-22 11:08:09,-19.9309,-60.7718,74.21,92,100,3.15
418,Asyut,EG,2021-12-22 11:08:09,27.181,31.1837,63.82,38,78,12.33
419,Maniitsoq,GL,2021-12-22 11:08:09,65.4167,-52.9,34.63,80,100,4.81
420,Darhan,MN,2021-12-22 11:08:10,49.4867,105.9228,-3.17,100,32,1.77
421,Codrington,AU,2021-12-22 11:08:10,-38.2667,141.9667,53.22,77,20,8.23
422,Arkhara,RU,2021-12-22 11:08:10,49.4212,130.0842,-36.9,100,31,2.24
423,Nome,US,2021-12-22 11:08:11,64.5011,-165.4064,10.47,57,75,6.91
424,Watsa,CD,2021-12-22 11:08:11,3.0372,29.5355,83.79,39,100,5.99
425,Jaisalmer,IN,2021-12-22 11:08:12,26.9147,70.9181,78.8,26,0,5.61
426,Horsham,GB,2021-12-22 11:08:12,51.064,-0.3272,43.54,90,0,4.61
427,Patti,IN,2021-12-22 11:08:12,31.2808,74.8572,64.47,18,12,2.68
428,Hukeri,IN,2021-12-22 11:08:12,16.2333,74.6,82.0,28,4,2.95
429,Narsaq,GL,2021-12-22 11:08:13,60.9167,-46.05,44.82,54,100,20.89
430,Coquimbo,CL,2021-12-22 11:08:13,-29.9533,-71.3436,60.53,88,20,2.3
431,Koscian,PL,2021-12-22 11:08:13,52.0883,16.6487,32.32,72,71,5.03
432,Tomatlan,MX,2021-12-22 11:08:14,19.9333,-105.25,62.11,62,0,2.66
433,Linxia,CN,2021-12-22 11:08:14,35.6003,103.2064,30.7,33,32,2.66
434,La Rioja,ES,2021-12-22 11:08:14,42.25,-2.5,28.18,61,57,4.03
435,Palana,RU,2021-12-22 11:08:15,59.1167,159.9667,11.84,83,100,32.06
436,Tiznit,MA,2021-12-22 11:08:15,29.5833,-9.5,69.71,36,39,5.28
437,Phuket,TH,2021-12-22 11:07:02,8.0,98.25,86.09,74,20,5.75
438,Chebenki,RU,2021-12-22 11:08:15,51.9337,55.7077,15.55,98,50,2.1
439,Fairbanks,US,2021-12-22 11:05:33,64.8378,-147.7164,10.36,80,1,1.99
440,Terra Santa,BR,2021-12-22 11:08:16,-2.1042,-56.4869,78.22,72,74,3.04
441,Alyangula,AU,2021-12-22 11:08:16,-13.8483,136.4192,85.95,66,71,11.21
442,Dvinskoy,RU,2021-12-22 11:08:17,62.1535,45.1175,-3.98,96,97,5.12
443,Seryshevo,RU,2021-12-22 11:08:17,51.0933,128.3786,-31.97,97,51,3.67
444,Rancho Palos Verdes,US,2021-12-22 11:08:17,33.7445,-118.387,60.08,70,98,3.0
445,Hualmay,PE,2021-12-22 11:08:18,-11.0964,-77.6139,66.07,87,45,4.54
446,Haines Junction,CA,2021-12-22 11:08:18,60.7522,-137.5108,-15.59,96,5,1.72
447,Bossier City,US,2021-12-22 11:06:24,32.516,-93.7321,35.78,87,1,0.0
448,Nandu,CN,2021-12-22 11:08:18,22.8525,110.8233,66.52,63,100,3.04
449,Kushmurun,KZ,2021-12-22 11:08:19,52.4503,64.6311,33.19,98,100,10.65
450,Pangnirtung,CA,2021-12-22 11:08:19,66.1451,-65.7125,20.52,82,95,8.77
451,Minsk,BY,2021-12-22 11:06:47,53.9,27.5667,11.95,79,44,11.16
452,Manado,ID,2021-12-22 11:08:19,1.487,124.8455,77.77,94,40,2.3
453,Lata,PT,2021-12-22 11:08:20,40.1629,-8.3327,63.07,76,33,10.0
454,Koslan,RU,2021-12-22 11:08:20,63.4564,48.8989,-1.89,97,93,4.43
455,Babu,CN,2021-12-22 11:08:20,24.4167,111.5167,61.61,62,100,3.36
456,Lompoc,US,2021-12-22 11:09:21,34.6391,-120.4579,55.78,76,75,6.91
457,Nizhnyaya Tavda,RU,2021-12-22 11:09:21,57.6731,66.1725,29.12,98,100,7.92
458,Vilyuysk,RU,2021-12-22 11:09:22,63.7553,121.6247,-44.5,98,98,2.8
459,Bijar,IR,2021-12-22 11:09:22,35.8668,47.6051,37.69,49,45,22.46
460,Mola Di Bari,IT,2021-12-22 11:09:22,41.0609,17.0873,56.32,55,38,4.92
461,Rudnogorsk,RU,2021-12-22 11:09:23,57.2639,103.7519,-29.45,98,8,2.1
462,Northam,GB,2021-12-22 11:09:23,51.0333,-4.2167,47.01,81,100,19.1
463,Maracas,BR,2021-12-22 11:09:23,-13.4411,-40.4308,65.17,98,100,3.71
464,Belle Fourche,US,2021-12-22 11:09:24,44.6714,-103.8522,47.53,55,25,8.25
465,Letlhakane,BW,2021-12-22 11:09:24,-21.4167,25.5833,81.75,49,100,13.0
466,Karasjok,NO,2021-12-22 11:09:24,69.4719,25.5112,6.91,84,100,5.28
467,Tuatapere,NZ,2021-12-22 11:09:25,-46.1333,167.6833,55.81,83,25,6.85
468,Leh,IN,2021-12-22 11:09:25,34.1667,77.5833,14.92,65,74,0.92
469,Dinar,TR,2021-12-22 11:09:25,38.065,30.1656,33.76,48,9,3.58
470,Gat,IL,2021-12-22 11:05:05,31.61,34.7642,63.79,29,26,12.91
471,Saldus,LV,2021-12-22 11:09:26,56.6636,22.4881,21.6,78,11,4.68
472,Shimoda,JP,2021-12-22 11:09:26,34.6667,138.95,45.1,64,88,9.42
473,Chiredzi,ZW,2021-12-22 11:09:27,-21.05,31.6667,85.01,55,93,4.09
474,Bandhi,PK,2021-12-22 11:09:27,26.5861,68.3006,81.3,15,0,3.13
475,Columbus,US,2021-12-22 11:08:52,39.9612,-82.9988,32.61,77,90,8.01
476,Lavrentiya,RU,2021-12-22 11:09:27,65.5833,-171.0,2.86,79,100,10.76
477,Saint Anthony,US,2021-12-22 11:09:28,45.0205,-93.218,9.55,82,1,3.44
478,Papa,HU,2021-12-22 11:09:28,47.33,17.4674,31.93,74,0,6.91
479,Kalbay,PH,2021-12-22 11:09:28,5.7233,125.4986,75.88,89,100,6.78
480,Midleton,IE,2021-12-22 11:09:29,51.9153,-8.1805,51.66,98,100,21.09
481,Ojinaga,MX,2021-12-22 11:09:29,29.5667,-104.4167,48.42,42,40,4.61
482,Tsiroanomandidy,MG,2021-12-22 11:09:29,-18.7667,46.0333,88.2,38,46,10.36
483,Frontera,MX,2021-12-22 11:09:30,26.9333,-101.45,54.32,37,0,5.99
484,Nemuro,JP,2021-12-22 11:09:30,43.3236,145.575,35.64,79,37,23.47
485,Marawi,PH,2021-12-22 11:09:30,7.9986,124.2928,71.65,95,100,1.86
486,Kerchevskiy,RU,2021-12-22 11:09:31,59.946,56.2884,9.45,97,98,3.06
487,Stornoway,GB,2021-12-22 11:09:31,58.2093,-6.3865,40.96,88,75,1.01
488,Honavar,IN,2021-12-22 11:06:15,14.2833,74.45,81.77,45,5,6.35
489,Maxixe,MZ,2021-12-22 11:09:31,-23.8597,35.3472,82.06,56,99,11.81
490,Saint-Augustin,CA,2021-12-22 11:09:32,51.226,-58.6502,6.78,80,15,11.74
491,Muisne,EC,2021-12-22 11:09:32,0.6,-80.0333,73.78,88,100,6.82
492,Acapulco,MX,2021-12-22 11:07:45,16.8634,-99.8901,75.02,94,75,0.0
493,Farim,GW,2021-12-22 11:09:32,12.4839,-15.2217,92.19,9,99,11.77
494,Sampit,ID,2021-12-22 11:09:33,-2.5333,112.95,76.73,94,100,3.4
495,Namatanai,PG,2021-12-22 11:09:33,-3.6667,152.4333,80.91,80,90,1.21
496,Kenai,US,2021-12-22 11:07:02,60.5544,-151.2583,12.15,89,1,4.61
497,Tsilna,RU,2021-12-22 11:09:34,54.5953,48.1414,5.23,89,88,4.76
498,Esperantinopolis,BR,2021-12-22 11:09:34,-4.8667,-44.7083,78.62,85,97,3.06
499,Tromso,NO,2021-12-22 11:09:34,69.6496,18.957,19.42,79,40,3.0
500,Mantenopolis,BR,2021-12-22 11:09:35,-18.8625,-41.1228,73.53,87,90,2.82
501,Qasigiannguit,GL,2021-12-22 11:09:35,68.8193,-51.1922,37.65,55,100,16.22
502,Pasighat,IN,2021-12-22 11:09:35,28.0667,95.3333,63.23,49,49,2.75
503,Ambulu,ID,2021-12-22 11:09:36,-8.345,113.6058,79.97,82,97,2.42
504,Belmonte,BR,2021-12-22 11:10:36,-15.8631,-38.8828,77.5,90,95,9.4
505,Nyurba,RU,2021-12-22 11:10:36,63.2842,118.3319,-34.96,97,100,2.19
506,Rosarito,MX,2021-12-22 11:10:37,32.3333,-117.0333,56.14,76,100,6.55
507,Carutapera,BR,2021-12-22 11:10:37,-1.195,-46.02,81.9,75,100,9.24
508,Lakes Entrance,AU,2021-12-22 11:10:37,-37.8811,147.981,60.57,79,2,1.12
509,Tshikapa,CD,2021-12-22 11:10:38,-6.4167,20.8,79.86,73,100,3.65
510,Boyolangu,ID,2021-12-22 11:10:38,-8.1181,111.8935,80.4,83,96,2.82
511,Bonthe,SL,2021-12-22 11:10:39,7.5264,-12.505,85.24,31,71,4.56
512,Road Town,VG,2021-12-22 11:10:39,18.4167,-64.6167,80.64,69,40,9.22
513,Rawson,AR,2021-12-22 11:10:39,-43.3002,-65.1023,70.11,36,1,13.71
514,Itoman,JP,2021-12-22 11:10:40,26.1247,127.6694,68.02,94,75,9.22
515,Visaginas,LT,2021-12-22 11:10:40,55.6,26.4167,17.15,77,57,7.74
516,Dudinka,RU,2021-12-22 11:10:40,69.4058,86.1778,1.62,86,100,19.86
517,Kharp,RU,2021-12-22 11:10:41,66.8014,65.8081,2.37,97,100,5.61
518,Naze,JP,2021-12-22 11:10:41,28.3667,129.4833,61.9,84,100,15.84
519,Pulwama,IN,2021-12-22 11:10:41,33.874,74.8996,46.63,30,88,0.43
520,Dunyapur,PK,2021-12-22 11:10:42,29.7995,71.7196,68.02,10,100,4.03
521,Ahipara,NZ,2021-12-22 11:10:42,-35.1667,173.1667,62.92,84,100,9.37
522,Fortuna,US,2021-12-22 11:10:42,40.5982,-124.1573,51.93,92,90,1.01
523,Fukue,JP,2021-12-22 11:10:43,32.6881,128.8419,57.0,56,0,14.14
524,Dzhebariki-Khaya,RU,2021-12-22 11:10:43,62.2167,135.8,-50.87,100,79,0.65
525,Kihei,US,2021-12-22 11:10:44,20.785,-156.4656,69.06,89,75,8.05
526,Mujiayingzi,CN,2021-12-22 11:10:44,42.1167,118.7833,16.57,53,1,3.53
527,Banda Aceh,ID,2021-12-22 11:10:44,5.5577,95.3222,79.88,80,84,8.32
528,Tabas,IR,2021-12-22 11:10:45,33.5959,56.9244,64.36,14,10,5.66
529,Karakol,KG,2021-12-22 11:10:45,42.4907,78.3936,26.62,78,70,3.98
530,Charters Towers,AU,2021-12-22 11:10:46,-20.1,146.2667,79.07,65,26,15.55
531,Berlevag,NO,2021-12-22 11:10:46,70.8578,29.0864,30.2,100,90,8.05
532,Davila,PH,2021-12-22 11:10:46,18.4726,120.5763,77.58,83,81,9.78
533,Chapais,CA,2021-12-22 11:10:47,49.7834,-74.8492,9.09,94,100,10.85
534,San Andres,CO,2021-12-22 11:10:47,12.5847,-81.7006,80.62,83,90,5.75
535,Poya,NC,2021-12-22 11:10:47,-21.35,165.15,77.68,85,42,7.83
536,Rock Springs,US,2021-12-22 11:08:25,41.5875,-109.2029,26.04,39,1,10.36
537,Fort Wellington,GY,2021-12-22 11:10:48,6.4,-57.6,78.1,91,35,11.48
538,Komsomolskiy,UZ,2021-12-22 11:10:48,40.4272,71.7189,48.92,49,98,9.22
539,Huilong,CN,2021-12-22 11:10:49,31.8111,121.655,54.03,78,0,6.78
540,Kilakarai,IN,2021-12-22 11:10:49,9.2333,78.7833,80.8,62,35,15.03
541,Kargasok,RU,2021-12-22 11:10:50,59.0556,80.8572,11.35,96,100,14.7
542,Khani,GE,2021-12-22 11:10:50,41.9563,42.9566,24.37,97,100,4.99
543,Lagoa,PT,2021-12-22 11:10:50,39.05,-27.9833,56.64,62,96,37.76
544,La Ceiba,HN,2021-12-22 11:10:51,15.7597,-86.7822,72.88,96,100,8.23
545,Newport Beach,US,2021-12-22 11:05:53,33.6189,-117.9289,59.13,67,1,0.0
546,Moose Factory,CA,2021-12-22 11:10:51,51.2585,-80.6094,-0.42,85,90,8.05
547,Charagua,BO,2021-12-22 11:10:51,-19.8,-63.2167,69.66,92,100,1.92
548,Paramonga,PE,2021-12-22 11:14:38,-10.6667,-77.8333,67.33,85,52,4.52
549,Luderitz,NA,2021-12-22 11:14:39,-26.6481,15.1594,70.34,59,0,12.01
550,Asau,RO,2021-12-22 11:14:39,46.4333,26.4,32.4,54,17,2.19
551,Broken Hill,AU,2021-12-22 11:14:39,-31.95,141.4333,83.57,22,0,15.17
552,Dezful,IR,2021-12-22 11:14:40,32.3811,48.4058,64.27,31,0,3.67
553,Panaba,MX,2021-12-22 11:14:40,21.2833,-88.2667,69.17,59,54,6.73
554,Raga,SS,2021-12-22 11:14:40,8.4596,25.678,88.27,14,28,8.7
555,Ordzhonikidze,KZ,2021-12-22 11:14:41,52.4411,61.7408,24.98,85,84,15.84
556,Onega,RU,2021-12-22 11:14:41,63.9061,38.1404,18.48,95,100,12.8
557,Rahon,IN,2021-12-22 11:14:42,31.05,76.1167,61.99,17,6,4.5
558,Kang,BW,2021-12-22 11:14:42,-23.6752,22.7876,88.79,30,7,10.04
559,Shirokiy,RU,2021-12-22 11:14:43,49.758,129.523,-34.33,100,24,4.99
560,Biak,ID,2021-12-22 11:14:43,-0.9131,122.8766,78.28,83,100,5.06
561,Batemans Bay,AU,2021-12-22 11:14:43,-35.7167,150.1833,67.19,90,100,4.76
562,Miri,MY,2021-12-22 11:14:44,4.4148,114.0089,79.74,85,56,7.92
563,Coihueco,CL,2021-12-22 11:11:55,-36.6167,-71.8333,57.94,63,0,4.61
564,Antofagasta,CL,2021-12-22 11:12:13,-23.65,-70.4,65.48,80,76,0.56
565,Wittingen,DE,2021-12-22 11:14:44,52.7269,10.7361,33.17,100,89,6.98
566,Jiazi,CN,2021-12-22 11:14:45,22.8779,116.067,66.11,80,62,13.04
567,Privolzhskiy,RU,2021-12-22 11:14:45,51.4,46.0333,10.18,54,100,12.06
568,Lhokseumawe,ID,2021-12-22 11:14:45,5.1801,97.1507,80.04,77,54,5.37
569,Tacoronte,ES,2021-12-22 11:14:45,28.4769,-16.4102,67.75,77,20,1.99
570,Rassvet,RU,2021-12-22 11:14:46,46.8333,40.75,14.95,73,89,13.42
571,Tanout,NE,2021-12-22 11:14:46,14.9709,8.8879,75.15,14,2,19.3
572,Corinto,GR,2021-12-22 11:10:06,37.9407,22.9573,53.42,68,90,3.65
573,Rocha,UY,2021-12-22 11:14:46,-34.4833,-54.3333,70.39,73,42,7.29
